TPL_names,Standardized_names,invasion_status,TPL_Author,TPL_names.withAuthor,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,min_record_year_cvh,...21,resolved_match_type,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,keep,c_score,s_score,r_score,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,wcup_eco_use_num_2out,wcup_eco_use_status
Acaena magellanica,Acaena magellanica,1,(Lam.) Vahl,Acaena magellanica (Lam.) Vahl,Exact (with author),FALSE,1,0,2938368,Acaena magellanica,(Lam.) Vahl,Species,Accepted,NA,315239-2,2938368,0,11,NA,NA,Exact (with author),315239-2,Species,Accepted,Rosaceae,NA,Acaena,NA,magellanica,NA,NA,Lam.,Vahl,NA,Enum. Pl.,0.247916667,-1804,NA,"Chile to W. & S. Argentina, Subantarctic Is.",perennial,temperate,Acaena magellanica,(Lam.) Vahl,2938368,2941832,NA,NA,2937820,315239-2,NA,N,Matched to an accepted name,49.69328261,42.092251160000004,8.214466229,0,0,0,0,0,0,0,1,0,0,1,1,1
Acer campestre,Acer campestre,1,L.,Acer campestre L.,Exact (with author),FALSE,1,0,2615447,Acer campestre,L.,Species,Accepted,NA,781250-1,2615447,0,2,NA,NA,Exact (with author),781250-1,Species,Accepted,Sapindaceae,NA,Acer,NA,campestre,NA,NA,NA,L.,NA,Sp. Pl.,: 1055,-1753,NA,"Europe to Iran, NW. Africa",tree,temperate,Acer campestre,L.,2615447,NA,NA,NA,2615354,781250-1,NA,N,Matched to an accepted name,38.77143174,46.84692442,14.37664383,0,1,0,0,0,0,1,1,0,0,3,3,1
Acer monspessulanum,Acer monspessulanum,1,L.,Acer monspessulanum L.,Exact (with author),FALSE,1,0,2615976,Acer monspessulanum,L.,Species,Accepted,NA,781402-1,2615976,0,2,NA,NA,Exact (with author),781402-1,Species,Accepted,Sapindaceae,NA,Acer,NA,monspessulanum,NA,NA,NA,L.,NA,Sp. Pl.,: 1056,-1753,NA,"C. & S. Europe, Medit.",tree,temperate,Acer monspessulanum,L.,2615976,NA,NA,NA,2615354,781402-1,NA,N,Matched to an accepted name,20.54089491,68.0231261,11.44097899,0,0,0,0,0,0,1,1,0,0,2,2,1
Acer negundo,Acer negundo,2,L.,Acer negundo L.,Exact (with author),FALSE,1,0,2616024,Acer negundo,L.,Species,Accepted,NA,781412-1,2616024,0,2,1926,NA,Exact (with author),781412-1,Species,Accepted,Sapindaceae,NA,Acer,NA,negundo,NA,NA,NA,L.,NA,Sp. Pl.,: 1056,-1753,NA,Canada to Honduras,tree,temperate,Acer negundo,L.,2616024,NA,NA,NA,2615354,781412-1,NA,N,Matched to an accepted name,48.77056532,26.60717368,24.622261,0,1,1,0,0,0,1,1,0,0,4,4,1
Acer opalus,Acer opalus,1,Mill.,Acer opalus Mill.,Exact (with author),FALSE,1,0,2616113,Acer opalus,Mill.,Species,Accepted,NA,781424-1,2616113,0,5,NA,NA,Exact (with author),781424-1,Species,Accepted,Sapindaceae,NA,Acer,NA,opalus,NA,NA,NA,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 8,-1768,NA,SC. Europe to Caucasus,tree,temperate,Acer opalus,Mill.,2616113,NA,NA,NA,2615354,781424-1,NA,N,Matched to an accepted name,47.47490506,26.19568655,26.32940839,0,0,0,0,0,0,0,0,0,0,0,0,0
Acer pensylvanicum,Acer pensylvanicum,1,L.,Acer pensylvanicum L.,Exact (with author),FALSE,1,0,2616210,Acer pensylvanicum,L.,Species,Accepted,NA,781446-1,2616210,0,2,1925,NA,Exact (with author),781446-1,Species,Accepted,Sapindaceae,NA,Acer,NA,pensylvanicum,NA,NA,NA,L.,NA,Sp. Pl.,: 1055,-1753,NA,SE. Canada to NC. & E. U.S.A.,tree,temperate,Acer pensylvanicum,L.,2616210,NA,NA,NA,2615354,781446-1,NA,N,Matched to an accepted name,55.22107771,13.80140507,30.97751721,0,1,0,0,0,0,1,1,0,0,3,3,1
Acer platanoides,Acer platanoides,1,L.,Acer platanoides L.,Exact (with author),FALSE,1,0,2616254,Acer platanoides,L.,Species,Accepted,NA,781455-1,2616254,0,2,1931,NA,Exact (with author),781455-1,Species,Accepted,Sapindaceae,NA,Acer,NA,platanoides,NA,NA,NA,L.,NA,Sp. Pl.,: 1055,-1753,NA,Europe to C. Asia and Pakistan,tree,temperate,Acer platanoides,L.,2616254,NA,NA,NA,2615354,781455-1,NA,N,Matched to an accepted name,45.60370126,35.64154992,18.75474882,0,1,0,0,0,0,1,1,0,0,3,3,1
Acer pseudoplatanus,Acer pseudoplatanus,1,L.,Acer pseudoplatanus L.,Exact (with author),FALSE,1,0,2616276,Acer pseudoplatanus,L.,Species,Accepted,NA,781462-1,2616276,0,2,2011,NA,Exact (with author),781462-1,Species,Accepted,Sapindaceae,NA,Acer,NA,pseudoplatanus,NA,NA,NA,L.,NA,Sp. Pl.,: 1054,-1753,NA,Europe to W. Caucasus,tree,temperate,Acer pseudoplatanus,L.,2616276,NA,NA,NA,2615354,781462-1,NA,N,Matched to an accepted name,52.7521946,33.23843948,14.00936591,0,1,0,1,0,0,1,1,0,0,4,3,1
Acer saccharum,Acer saccharum,1,Marshall,Acer saccharum Marshall,Exact (with author),FALSE,1,0,2616387,Acer saccharum,Marshall,Species,Accepted,NA,56795-1,2616387,0,8,1956,NA,Exact (with author),56795-1,Species,Accepted,Sapindaceae,NA,Acer,NA,saccharum,NA,NA,NA,Marshall,NA,Arbust. Amer.,: 4,-1785,NA,SE. Canada to C. & E. U.S.A. and NE. Mexico,tree,temperate,Acer saccharum,Marshall,2616387,NA,NA,NA,2615354,56795-1,NA,N,Matched to an accepted name,34.06162729,43.7656989,22.17267381,0,1,0,0,1,0,1,1,0,0,4,4,1
Acer spicatum,Acer spicatum,1,Lam.,Acer spicatum Lam.,Exact (with author),FALSE,1,0,2616481,Acer spicatum,Lam.,Species,Accepted,NA,781514-1,2616481,0,4,1929,NA,Exact (with author),781514-1,Species,Accepted,Sapindaceae,NA,Acer,NA,spicatum,NA,NA,NA,Lam.,NA,Encycl.,0.347916667,-1786,NA,"SC. & E. Canada, NC. & E. U.S.A.",tree,temperate,Acer spicatum,Lam.,2616481,NA,NA,NA,2615354,781514-1,NA,N,Matched to an accepted name,43.28448764,16.47696673,40.23854563,0,1,0,0,0,0,1,1,0,0,3,3,1
Achillea erba-rotta,Achillea erba-rotta,1,All.,Achillea erba-rotta All.,Exact (with author),FALSE,1,0,3109895,Achillea erba-rotta,All.,Species,Accepted,NA,50869252-1,3109895,0,4,NA,NA,Exact (with author),50869252-1,Species,Accepted,Asteraceae,NA,Achillea,NA,erba-rotta,NA,NA,NA,All.,NA,Auct. Syn. Meth. Stirp. Hort. Regii Taur.,: 17,-1773,NA,SW. Alps,NA,NA,Achillea erba-rotta,All.,3109895,NA,NA,NA,3133851,50869252-1,NA,N,Matched to an accepted name,5.597509883,56.87284659,37.52964353,0,0,0,0,0,0,0,1,0,0,1,1,1
Achillea millefolium,Achillea millefolium,2,L.,Achillea millefolium L.,Exact (with author),FALSE,1,0,2908230,Achillea millefolium,L.,Species,Accepted,NA,Feb-94,2908230,0,2,1910,NA,Exact (with author),Feb-94,Species,Accepted,Asteraceae,NA,Achillea,NA,millefolium,NA,NA,NA,L.,NA,Sp. Pl.,: 899,-1753,NA,Subarctic & Temp. Northern Hemisphere to Guatemala,perennial,temperate,Achillea millefolium,L.,2908230,NA,NA,NA,3133851,Feb-94,NA,N,Matched to an accepted name,25.43890511,36.32711905,38.23647584,1,1,0,1,1,0,1,1,1,1,8,6,1
Achillea ptarmica,Achillea ptarmica,1,L.,Achillea ptarmica L.,Exact (with author),FALSE,1,0,3109605,Achillea ptarmica,L.,Species,Accepted,NA,Feb-36,3109605,0,2,1925,NA,Exact (with author),Feb-36,Species,Accepted,Asteraceae,NA,Achillea,NA,ptarmica,NA,NA,NA,L.,NA,Sp. Pl.,: 898,-1753,NA,"Europe, Russian Far East to Japan",perennial,temperate,Achillea ptarmica,L.,3109605,NA,NA,NA,3133851,Feb-36,NA,N,Matched to an accepted name,13.88324109,30.67220818,55.43955073,0,1,0,0,0,0,0,1,0,0,2,2,1
Aconitum napellus,Aconitum napellus,1,L.,Aconitum napellus L.,Exact (with author),FALSE,1,0,2619110,Aconitum napellus,L.,Species,Accepted,NA,707615-1,2619110,0,2,1906,NA,Exact (with author),707615-1,Species,Accepted,Ranunculaceae,NA,Aconitum,NA,napellus,NA,NA,NA,L.,NA,Sp. Pl.,: 532,-1753,NA,W. & C. Europe,perennial or tuberous geophyte,temperate,Aconitum napellus,L.,2619110,NA,NA,NA,2618323,707615-1,NA,N,Matched to an accepted name,64.42562542,4.764671004,30.80970357,0,1,0,0,0,0,1,1,1,0,4,3,1
Aconitum variegatum,Aconitum variegatum,1,L.,Aconitum variegatum L.,Exact (with author),FALSE,1,0,2619691,Aconitum variegatum,L.,Species,Accepted,NA,707931-1,2619691,0,2,1957,NA,Exact (with author),707931-1,Species,Accepted,Ranunculaceae,NA,Aconitum,NA,variegatum,NA,NA,NA,L.,NA,Sp. Pl.,: 532,-1753,NA,C. & SE. Europe to C. Ukraine,perennial or tuberous geophyte,temperate,Aconitum variegatum,L.,2619691,NA,NA,NA,2618323,707931-1,NA,N,Matched to an accepted name,50.44842519,8.58287209,40.96870272,0,1,0,0,0,0,0,1,0,0,2,2,1
Actaea spicata,Actaea spicata,1,L.,Actaea spicata L.,Exact (with author),FALSE,1,0,2620577,Actaea spicata,L.,Species,Accepted,NA,303913-2,2620577,0,2,1907,NA,Exact (with author),303913-2,Species,Accepted,Ranunculaceae,NA,Actaea,NA,spicata,NA,NA,NA,L.,NA,Sp. Pl.,: 504,-1753,NA,Europe to W. Siberia and N. Iran,perennial,temperate,Actaea spicata,L.,2620577,NA,NA,NA,2620495,303913-2,NA,N,Matched to an accepted name,60.28987605,13.9341284,25.77599555,0,0,0,0,0,0,0,1,1,0,2,1,1
Actinotus helianthi,Actinotus helianthi,1,Labill.,Actinotus helianthi Labill.,Exact (with author),FALSE,1,0,2621049,Actinotus helianthi,Labill.,Species,Accepted,NA,837289-1,2621049,0,7,NA,NA,Exact (with author),837289-1,Species,Accepted,Apiaceae,NA,Actinotus,NA,helianthi,NA,NA,NA,Labill.,NA,Nov. Holl. Pl.,0.088194444,-1805,NA,E. Australia,annual or subshrub,subtropical,Actinotus helianthi,Labill.,2621049,NA,NA,NA,2621043,837289-1,NA,N,Matched to an accepted name,1.126778913,94.71511114,4.158109944,0,0,0,0,0,0,0,0,0,0,0,0,0
Aegilops cylindrica,Aegilops cylindrica,1,Host,Aegilops cylindrica Host,Exact (with author),FALSE,1,0,387641,Aegilops cylindrica,Host,Species,Accepted,NA,384583-1,387641,0,4,1958,NA,Exact (with author),384583-1,Species,Accepted,Poaceae,NA,Aegilops,NA,cylindrica,NA,NA,NA,Host,NA,Icon. Descr. Gram. Austriac.,2:06,-1802,NA,EC. Europe to C. Asia and Pakistan,annual,temperate,Aegilops cylindrica,Host,387641,NA,NA,NA,450699,384583-1,NA,Y,Matched to an accepted name,12.87392245,44.05106896,43.07500859,0,0,0,1,0,0,0,0,0,0,1,0,0
Aegilops neglecta,Aegilops neglecta,1,Req. ex Bertol.,Aegilops neglecta Req. ex Bertol.,Exact (with author),FALSE,1,0,387486,Aegilops neglecta,Req. ex Bertol.,Species,Accepted,NA,384624-1,387486,0,15,NA,NA,Exact (with author),384624-1,Species,Accepted,Poaceae,NA,Aegilops,NA,neglecta,NA,NA,NA,Req. ex Bertol.,NA,Fl. Ital.,0.588194444,-1834,NA,"Canary Is., Medit. to Afghanistan",annual,subtropical,Aegilops neglecta,Req. ex Bertol.,387486,NA,NA,NA,450699,384624-1,NA,Y,Matched to an accepted name,3.857604805,41.12878695,55.01360824,0,0,0,1,0,0,0,0,0,0,1,0,0
Aegilops tauschii,Aegilops tauschii,3,Coss.,Aegilops tauschii Coss.,Exact (with author),FALSE,1,0,387847,Aegilops tauschii,Coss.,Species,Accepted,NA,384652-1,387847,0,5,1955,NA,Exact (with author),384652-1,Species,Accepted,Poaceae,NA,Aegilops,NA,tauschii,NA,NA,NA,Coss.,NA,Notes Pl. Crit.,: 69,-1849,NA,"Krym to E. T??rkiye and China (Shaanxi, Henan)",annual,temperate,Aegilops tauschii,Coss.,387847,448364,P.Beauv. ex Roem. & Schult.,NA,450699,384652-1,NA,Y,Matched to an accepted name,4.622429686,73.08705983,22.29051048,0,0,0,1,0,0,0,0,0,0,1,0,0
Aegilops triuncialis,Aegilops triuncialis,1,L.,Aegilops triuncialis L.,Exact (with author),FALSE,1,0,387878,Aegilops triuncialis,L.,Species,Accepted,NA,384658-1,387878,0,2,1977,NA,Exact (with author),384658-1,Species,Accepted,Poaceae,NA,Aegilops,NA,triuncialis,NA,NA,NA,L.,NA,Sp. Pl.,: 1051,-1753,", nom. cons.",Medit. to C. Asia and Pakistan,annual,subtropical,Aegilops triuncialis,L.,387878,NA,NA,NA,450699,384658-1,NA,Y,Matched to an accepted name,4.220143501,61.28040873,34.49944777,0,0,0,1,0,0,0,0,0,0,1,0,0
Aegopodium podagraria,Aegopodium podagraria,1,L.,Aegopodium podagraria L.,Exact (with author),FALSE,1,0,2623499,Aegopodium podagraria,L.,Species,Accepted,NA,Feb-49,2623499,0,2,1963,NA,Exact (with author),Feb-49,Species,Accepted,Apiaceae,NA,Aegopodium,NA,podagraria,NA,NA,NA,L.,NA,Sp. Pl.,: 265,-1753,NA,Temp. Eurasia,perennial or rhizomatous geophyte,temperate,Aegopodium podagraria,L.,2623499,NA,NA,NA,2623486,Feb-49,NA,N,Matched to an accepted name,58.76696586,14.92289487,26.31013927,0,1,0,0,0,0,0,1,0,0,2,2,1
Aeschynanthus pulcher,Aeschynanthus pulcher,1,(Blume) G.Don,Aeschynanthus pulcher (Blume) G.Don,Exact (with author),FALSE,1,0,2623960,Aeschynanthus pulcher,(Blume) G.Don,Species,Accepted,NA,377839-1,2623960,0,13,NA,NA,Exact (with author),377839-1,Species,Accepted,Gesneriaceae,NA,Aeschynanthus,NA,pulcher,NA,NA,Blume,G.Don,NA,Gen. Hist.,0.622222222,-1838,NA,S. Indo-China to W. Malesia,lithophyte or epiphyte,wet tropical,Aeschynanthus pulcher,(Blume) G.Don,2623960,2443351,NA,NA,2623753,377839-1,NA,N,Matched to an accepted name,6.621256167,86.82723206,6.55151177,0,0,0,0,0,0,0,1,0,0,1,1,1
Aesculus californica,Aesculus californica,1,(Spach) Nutt.,Aesculus californica (Spach) Nutt.,Exact (with author),FALSE,1,0,2624481,Aesculus californica,(Spach) Nutt.,Species,Accepted,NA,781583-1,2624481,0,13,NA,NA,Exact (with author),781583-1,Species,Accepted,Sapindaceae,NA,Aesculus,NA,californica,NA,NA,Spach,Nutt.,J.Torrey & A.Gray,Fl. N. Amer.,0.215972222,-1838,NA,SW. Oregon to California,tree,temperate,Aesculus californica,(Spach) Nutt.,2624481,NA,NA,NA,2624470,781583-1,NA,N,Matched to an accepted name,40.48778416,45.03272069,14.47949515,0,0,0,0,0,0,1,1,1,0,3,2,1
Aesculus hippocastanum,Aesculus hippocastanum,1,L.,Aesculus hippocastanum L.,Exact (with author),FALSE,1,0,2624517,Aesculus hippocastanum,L.,Species,Accepted,NA,781594-1,2624517,0,2,1949,NA,Exact (with author),781594-1,Species,Accepted,Sapindaceae,NA,Aesculus,NA,hippocastanum,NA,NA,NA,L.,NA,Sp. Pl.,: 344,-1753,NA,C. Balkan Pen. to T??rkiye,tree,temperate,Aesculus hippocastanum,L.,2624517,NA,NA,NA,2624470,781594-1,NA,N,Matched to an accepted name,58.18917869,31.10561001,10.7002113,0,1,0,0,0,0,1,1,1,0,4,3,1
Aethionema saxatile,Aethionema saxatile,1,(L.) R.Br.,Aethionema saxatile (L.) R.Br.,Exact (without author),FALSE,1,0,2624738,Aethionema saxatile,(L.) W.T.Aiton,Species,Accepted,NA,277234-1,2624738,8,5,NA,NA,Exact (without author),277234-1,Species,Accepted,Brassicaceae,NA,Aethionema,NA,saxatile,NA,NA,L.,W.T.Aiton,NA,Hortus Kew.,0.222222222,-1812,NA,"EC. & S. Europe, E. Algeria",annual or subshrub,temperate,Aethionema saxatile,(L.) W.T.Aiton,2624738,2432222,NA,NA,2624645,277234-1,NA,N,Matched to an accepted name,11.79606025,70.6652683,17.53867144,0,0,0,0,0,0,0,0,0,0,0,0,0
Agastache nepetoides,Agastache nepetoides,1,(L.) Kuntze,Agastache nepetoides (L.) Kuntze,Exact (with author),FALSE,1,0,4471,Agastache nepetoides,(L.) Kuntze,Species,Accepted,NA,15-Feb,4471,0,11,NA,NA,Exact (with author),15-Feb,Species,Accepted,Lamiaceae,NA,Agastache,NA,nepetoides,NA,NA,L.,Kuntze,NA,Revis. Gen. Pl.,0.438194444,-1891,NA,E. Canada to C. & E. U.S.A.,perennial,temperate,Agastache nepetoides,(L.) Kuntze,4471,102271,NA,NA,4441,15-Feb,NA,Y,Matched to an accepted name,29.73239201,39.34895705,30.91865094,0,0,0,0,0,0,0,1,0,0,1,1,1
Agathis australis,Agathis australis,1,(D.Don) Lindl.,Agathis australis (D.Don) Lindl.,Exact (with author),FALSE,1,0,4506,Agathis australis,(D.Don) Lindl.,Species,Accepted,NA,261668-1,4506,0,14,1914,NA,Exact (with author),261668-1,Species,Accepted,Araucariaceae,NA,Agathis,NA,australis,NA,NA,D.Don,Lindl.,J.C.Loudon,Encycl. Pl.,: 802,-1829,NA,New Zealand North I.,tree,temperate,Agathis australis,(D.Don) Lindl.,4506,56175,NA,NA,4503,261668-1,NA,Y,Matched to an accepted name,8.006138126,91.99386187,0,0,1,0,0,0,0,1,1,0,0,3,3,1
Ageratina altissima,Ageratina altissima,1,(L.) R.M.King & H.Rob.,Ageratina altissima (L.) R.M.King & H.Rob.,Exact (with author),FALSE,1,0,3126945,Ageratina altissima,(L.) R.M.King & H.Rob.,Species,Accepted,NA,15-Feb,3126945,0,22,NA,NA,Exact (with author),15-Feb,Species,Accepted,Asteraceae,NA,Ageratina,NA,altissima,NA,NA,L.,R.M.King & H.Rob.,NA,Phytologia,0.938888889,-1970,NA,E. Canada to U.S.A.,NA,NA,Ageratina altissima,(L.) R.M.King & H.Rob.,3126945,3126926,NA,NA,3133625,15-Feb,NA,N,Matched to an accepted name,34.31095868,15.18581879,50.49822253,0,0,0,0,0,0,0,1,1,0,2,1,1
Agrostemma githago,Agrostemma githago,3,L.,Agrostemma githago L.,Exact (with author),FALSE,1,0,2626726,Agrostemma githago,L.,Species,Accepted,NA,150316-1,2626726,0,2,1931,NA,Exact (with author),150316-1,Species,Accepted,Caryophyllaceae,NA,Agrostemma,NA,githago,NA,NA,NA,L.,NA,Sp. Pl.,: 435,-1753,NA,SE. & E. Europe to N. Iran,annual,temperate,Agrostemma githago,L.,2626726,NA,NA,NA,2626707,150316-1,NA,N,Matched to an accepted name,34.42085996,31.60440521,33.97973483,0,1,0,0,0,0,0,1,1,1,4,3,1
Ajuga genevensis,Ajuga genevensis,1,L.,Ajuga genevensis L.,Exact (with author),FALSE,1,0,5266,Ajuga genevensis,L.,Species,Accepted,NA,444576-1,5266,0,2,1906,NA,Exact (with author),444576-1,Species,Accepted,Lamiaceae,NA,Ajuga,NA,genevensis,NA,NA,NA,L.,NA,Sp. Pl.,: 561,-1753,NA,Europe to Caucasus,perennial,temperate,Ajuga genevensis,L.,5266,NA,NA,NA,5153,444576-1,NA,Y,Matched to an accepted name,25.21669821,0,74.78330179,0,0,0,0,0,0,0,1,0,0,1,1,1
Ajuga reptans,Ajuga reptans,1,L.,Ajuga reptans L.,Exact (with author),FALSE,1,0,5385,Ajuga reptans,L.,Species,Accepted,NA,444664-1,5385,0,2,NA,NA,Exact (with author),444664-1,Species,Accepted,Lamiaceae,NA,Ajuga,NA,reptans,NA,NA,NA,L.,NA,Sp. Pl.,: 561,-1753,NA,"Europe to N. Iran, NW. Africa",perennial,temperate,Ajuga reptans,L.,5385,NA,NA,NA,5153,444664-1,NA,Y,Matched to an accepted name,32.86308939,2.575594994,64.56131562,0,1,0,0,0,0,0,1,0,0,2,2,1
Albizia julibrissin,Albizia julibrissin,1,Durazz.,Albizia julibrissin Durazz.,Exact (with author),FALSE,1,0,2627374,Albizia julibrissin,Durazz.,Species,Accepted,NA,473275-1,2627374,0,7,1895,NA,Exact (with author),473275-1,Species,Accepted,Fabaceae,NA,Albizia,NA,julibrissin,NA,NA,NA,Durazz.,NA,Mag. Tosc.,3(4): 11,-1772,NA,E. Transcaucasus to Japan,shrub or tree,temperate,Albizia julibrissin,Durazz.,2627374,NA,NA,NA,2627218,473275-1,NA,Y,Matched to an accepted name,56.95126535,28.89370771,14.15502694,0,1,1,0,0,0,1,1,0,0,4,4,1
Albizia lebbeck,Albizia lebbeck,2,(L.) Benth.,Albizia lebbeck (L.) Benth.,Exact (with author),FALSE,1,0,2627391,Albizia lebbeck,(L.) Benth.,Species,Accepted,NA,99109-3,2627391,0,11,1917,NA,Exact (with author),99109-3,Species,Accepted,Fabaceae,NA,Albizia,NA,lebbeck,NA,NA,L.,Benth.,NA,London J. Bot.,0.185416667,-1844,NA,Indian Subcontinent to Myanmar,tree,seasonally dry tropical,Albizia lebbeck,(L.) Benth.,2627391,2374810,NA,NA,2627218,99109-3,NA,Y,Matched to an accepted name,62.91932711,28.3876618,8.69301109,1,1,1,0,1,0,1,1,1,0,7,6,1
Albizia saman,Albizia saman,1,(Jacq.) Merr.,Albizia saman (Jacq.) Merr.,Exact (without author),FALSE,1,0,2627523,Albizia saman,(Jacq.) F.Muell.,Species,Synonym,TRUE,473384-1,2592096,5,8,1953,NA,Exact (without author),227126-2,Species,Accepted,Fabaceae,NA,Samanea,NA,saman,NA,NA,Jacq.,Merr.,NA,J. Washington Acad. Sci.,6:47,-1916,NA,C. America to Venezuela and Ecuador,tree,seasonally dry tropical,Samanea saman,(Jacq.) Merr.,2592096,2373378,NA,NA,2592051,227126-2,NA,Y,Matched to an accepted name,55.19007969,41.29510187,3.514818442,1,1,1,1,1,0,1,1,1,1,9,7,1
Alchemilla mollis,Alchemilla mollis,1,(Buser) Rothm.,Alchemilla mollis (Buser) Rothm.,Exact (with author),FALSE,1,0,2939865,Alchemilla mollis,(Buser) Rothm.,Species,Accepted,NA,720776-1,2939865,0,14,1958,NA,Exact (with author),720776-1,Species,Accepted,Rosaceae,NA,Alchemilla,NA,mollis,NA,NA,Buser,Rothm.,NA,Repert. Spec. Nov. Regni Veg.,33: 347,-1934,NA,Romania to Caucasus,perennial,temperate,Alchemilla mollis,(Buser) Rothm.,2939865,2913408,NA,NA,2938489,720776-1,NA,N,Matched to an accepted name,60.23532329,23.86454289,15.90013381,0,1,0,0,0,0,0,1,0,0,2,2,1
Alchemilla xanthochlora,Alchemilla xanthochlora,1,Rothm.,Alchemilla xanthochlora Rothm.,Exact (with author),FALSE,1,0,2941188,Alchemilla xanthochlora,Rothm.,Species,Accepted,NA,721091-1,2941188,0,6,NA,NA,Exact (with author),721091-1,Species,Accepted,Rosaceae,NA,Alchemilla,NA,xanthochlora,NA,NA,NA,Rothm.,NA,Repert. Spec. Nov. Regni Veg.,42: 167,-1937,NA,Europe,perennial,temperate,Alchemilla xanthochlora,Rothm.,2941188,2940980,F.W.Schmidt,NA,2938489,721091-1,NA,N,Matched to an accepted name,53.41702542,25.35831883,21.21965574,0,1,0,0,0,0,0,1,0,0,2,2,1
Alliaria petiolata,Alliaria petiolata,1,(M.Bieb.) Cavara & Grande,Alliaria petiolata (M.Bieb.) Cavara & Grande,Exact (with author),FALSE,1,0,2628680,Alliaria petiolata,(M.Bieb.) Cavara & Grande,Species,Accepted,NA,1176324-2,2628680,0,25,1928,NA,Exact (with author),1176324-2,Species,Accepted,Brassicaceae,NA,Alliaria,NA,petiolata,NA,NA,M.Bieb.,Cavara & Grande,NA,Bull. Orto Bot. Regia Univ. Napoli,0.415277778,-1913,NA,"Europe to C. Asia and N. Myanmar, NW. Africa",annual or biennial,temperate,Alliaria petiolata,(M.Bieb.) Cavara & Grande,2628680,2646039,NA,NA,2628611,1176324-2,NA,N,Matched to an accepted name,51.07957375,0,48.92042625,0,0,0,0,1,0,0,1,0,0,2,2,1
Allium carinatum,Allium carinatum,1,L.,Allium carinatum L.,Exact (with author),FALSE,1,0,295243,Allium carinatum,L.,Species,Accepted,NA,527777-1,295243,0,2,NA,NA,Exact (with author),527777-1,Species,Accepted,Amaryllidaceae,NA,Allium,NA,carinatum,NA,NA,NA,L.,NA,Sp. Pl.,: 297,-1753,NA,Europe to N. T??rkiye,bulbous geophyte,temperate,Allium carinatum,L.,295243,NA,NA,NA,294888,527777-1,NA,Y,Matched to an accepted name,41.50874108,0,58.49125892,0,0,0,0,0,0,0,0,0,0,0,0,0
Allium sphaerocephalon,Allium sphaerocephalon,1,L.,Allium sphaerocephalon L.,Exact (with author),FALSE,1,0,296631,Allium sphaerocephalon,L.,Species,Accepted,NA,528894-1,296631,0,2,NA,NA,Exact (with author),528894-1,Species,Accepted,Amaryllidaceae,NA,Allium,NA,sphaerocephalon,NA,NA,NA,L.,NA,Sp. Pl.,: 297,-1753,NA,"Canary Is., Europe, Medit. to Caucasus",bulbous geophyte,temperate,Allium sphaerocephalon,L.,296631,NA,NA,NA,294888,528894-1,NA,Y,Matched to an accepted name,16.56574144,83.43425856,0,0,1,0,1,1,0,0,1,0,0,4,3,1
Allium ursinum,Allium ursinum,1,L.,Allium ursinum L.,Exact (with author),FALSE,1,0,296893,Allium ursinum,L.,Species,Accepted,NA,529088-1,296893,0,2,NA,NA,Exact (with author),529088-1,Species,Accepted,Amaryllidaceae,NA,Allium,NA,ursinum,NA,NA,NA,L.,NA,Sp. Pl.,: 300,-1753,NA,W. & C. Europe to Caucasus,bulbous geophyte,temperate,Allium ursinum,L.,296893,NA,NA,NA,294888,529088-1,NA,Y,Matched to an accepted name,54.64263285,0,45.35736715,0,0,0,0,0,0,0,1,1,0,2,1,1
Allocasuarina littoralis,Allocasuarina littoralis,1,(Salisb.) L.A.S.Johnson,Allocasuarina littoralis (Salisb.) L.A.S.Johnson,Exact (with author),FALSE,1,0,382148,Allocasuarina littoralis,(Salisb.) L.A.S.Johnson,Species,Accepted,NA,909951-1,382148,0,23,NA,NA,Exact (with author),909951-1,Species,Accepted,Casuarinaceae,NA,Allocasuarina,NA,littoralis,NA,NA,Salisb.,L.A.S.Johnson,NA,J. Adelaide Bot. Gard.,0.302777778,-1982,NA,E. & SE. Australia,tree,subtropical,Allocasuarina littoralis,(Salisb.) L.A.S.Johnson,382148,382592,NA,NA,382111,909951-1,NA,Y,Matched to an accepted name,1.687465962,98.31253404,0,0,0,0,0,0,0,1,0,0,0,1,1,1
